	DOI	acquisition_orientation	add_date	authors	autocorrelation_model	b0_unwarping_software	contributors	coordinate_space	description	doi_add_date	echo_time	field_of_view	field_strength	flip_angle	full_dataset_url	functional_coregistered_to_structural	functional_coregistration_method	group_comparison	group_description	group_estimation_type	group_inference_type	group_model_multilevel	group_model_type	group_modeling_software	group_repeated_measures	group_repeated_measures_method	handedness	hemodynamic_response_function	high_pass_filter_method	collection_id	inclusion_exclusion_criteria	interpolation_method	intersubject_registration_software	intersubject_transformation_type	intrasubject_estimation_type	intrasubject_model_type	intrasubject_modeling_software	journal_name	length_of_blocks	length_of_runs	length_of_trials	matrix_size	modify_date	motion_correction_interpolation	motion_correction_metric	motion_correction_reference	motion_correction_software	name	nonlinear_transform_type	number_of_experimental_units	number_of_imaging_runs	number_of_rejected_subjects	number_of_subjects	object_image_type	optimization	optimization_method	order_of_acquisition	order_of_preprocessing_operations	orthogonalization_description	owner	owner_name	paper_url	parallel_imaging	proportion_male_subjects	pulse_sequence	quality_control	repetition_time	resampled_voxel_size	scanner_make	scanner_model	skip_distance	slice_thickness	slice_timing_correction_software	smoothing_fwhm	smoothing_type	software_package	software_version	subject_age_max	subject_age_mean	subject_age_min	target_resolution	target_template_image	transform_similarity_metric	type_of_design	url	used_b0_unwarping	used_dispersion_derivatives	used_high_pass_filter	used_intersubject_registration	used_motion_correction	used_motion_regressors	used_motion_susceptibiity_correction	used_orthogonalization	used_reaction_time_regressor	used_slice_timing_correction	used_smoothing	used_temporal_derivatives
457	10.1016/j.neuroimage.2011.12.032		2015-09-16T17:34:57.037378Z	P. zu Eulenburg, S. Caspers, C. Roski and S.B. Eickhoff					We used activation likelihood estimation (ALE) with all available and suitable PET and fMRI studies employing a vestibular stimulus. Most consistently across 28 experiments vestibular stimuli evoked activity in the right hemispheric parietal opercular area OP 2 implicating it as the core region for vestibular processing. A subsequent functional connectivity analysis, using these result as a seeding point, confirmed direct connections of OP 2 with every other region found in the meta-analysis, in particular temporo-parietal regions, premotor cortex, and the midcingulate gyrus. We conclude that the cytoarchitectonic area OP 2 in the parietal operculum, embedded in a joint vestibular network, should be the primary candidate for the human vestibular cortex. This dataset was automatically imported from the ANIMA <http://anima.modelgui.org/> database. Version: 1	2015-09-16T17:34:57.036547Z					http://anima.modelgui.org/studies/Eulenburg_Vestibular_2012															830								NeuroImage					2015-12-23T20:31:27.802214Z					Meta-analytical definition and functional connectivity of the human vestibular cortex												555	ANIMA	http://linkinghub.elsevier.com/retrieve/pii/S1053811911014340																							http://neurovault.org/collections/830/												
458	10.1162/jocn_a_00795		2015-01-28T06:29:33.196354Z	Erik C. Nook and Jamil Zaki				mni	Relevant contrasts from the Nook & Zaki (2015) paper on social conformity for food preferences.  Paper can be found at http://www.mitpressjournals.org/doi/10.1162/jocn_a_00795 or ssnl.stanford.edu/publications	2015-01-28T06:29:33.196354Z			3.0			True		False		OLS	randommixedeffects		GLM	Neuroelf			right	Canonical	128s	325	Right handed, healthy, native English speakers, normal or corrected-to-normal vision, no history of neurological disorder, no medications that would interfere with fMRI data collection.		Neuroelf		OLS	GLM	Neuroelf	Journal of Cognitive Neuroscience		770.0	10		2015-12-23T11:03:18.984647Z			2		Social Norms Shift Behavioral and Neural Responses to Foods		50.0	2.0	4.0	21.0			Random jitter	interleaved			286	erik.nook	http://www.mitpressjournals.org/doi/10.1162/jocn_a_00795		14.0	EPI	Check motion parameters, exclude > 2.8mm in any direction within a run	2.0	3.0	GE	Discovery	0.0	2.9		6.0	Gaussian	SPM via Neuroelf	8	30.0	20.1	18.0	3.0			eventrelated	http://neurovault.org/collections/325/			True		True	True		False	False	True	True	
459	10.1002/hbm.22745	55	2015-01-26T13:14:21.462931Z	Jiaojian Wang, Lingzhong Fan, Yinyan Wang, Wenting Xu, Tao Jiang, Peter T. Fox, Simon B. Eickhoff, Chunshui Yu and Tianzi Jiang		FSL		mni	The overlap of parcellation results for Wernicke's area in the manuscript (Figure 1C).	2015-01-26T13:14:21.462931Z	10000.0	256.0	3.0	13.0		True		False	no								right			321	None of the partici-pants had ever suffered from any psychiatric or neurologi-cal disease, and none had any contraindications for MRI scanning.							Human Brain Mapping				256.0	2016-01-02T04:03:58.335449Z					Determination of the posterior boundary of Wernicke's area based on multimodal connectivity profiles			0.0	0.0	10.0	T1				FSL-SPM		282	jiaojianwang	http://doi.wiley.com/10.1002/hbm.22745	acceleration factor of 2 	50.0	single-shot 			1.0	General Electric	echo planar imaging		3.0				FSL, SPM	FSL4.1, SPM8	25.0	22.7	19.0	1.0	MNI152		other	http://neurovault.org/collections/321/	True			False							False	
461	10.3389/fnagi.2015.00242		2015-12-10T16:15:27.746618Z	Angela Tam, Christian Dansereau, AmanPreet Badhwar, Pierre Orban, Sylvie Belleville, Howard Chertkow, Alain Dagher, Alexandru Hanganu, Oury Monchi, Pedro Rosa-Neto, Amir Shmuel, Seqian Wang, John Breitner and Pierre Bellec				mni	"This release contains the following files:

1) brain_parcellation_mcinet_basc_(sym,asym)_XXclusters.nii.gz: 3D volumes at 3 mm isotropic resolution, in the MNI non-linear 2009a space (http://www.bic.mni.mcgill.ca/ServicesAtlases/ICBM152NLin2009), at multiple resolutions of clusters. 
Note that two versions of the templates are available, sym and asym.  The asym flavor contains brain images that have been registered in the asymmetric version of the MNI brain template (reflecting that the brain is asymmetric), while with the sym flavor they have been registered in the symmetric version of the MNI template. 

2) ttest_ctrlvsmci_seedXX.nii.gz: 3D volumes displaying functional connectivity differences (uncorrected t-tests) between patients with mild cognitive impairment (MCI) and cognitively normal elderly, for 4 different seeds/regions of interest. "	2015-12-24T22:39:44.088409Z			3.0			True		True	mild cognitive impairment patients vs cognitively normal elderly											1003								Frontiers in Aging Neuroscience					2016-01-01T05:10:13.221693Z					Common Effects of Amnestic Mild Cognitive Impairment on Resting-State Connectivity Across Four Independent Studies				27.0	255.0	T1						824	angela.tam08	http://journal.frontiersin.org/article/10.3389/fnagi.2015.00242		0.38					Siemens, Philips							NeuroImaging Analysis Kit	0.12.18		72.0						http://neurovault.org/collections/1003/												
464	10.1523/JNEUROSCI.0786-13.2013		2013-09-09T18:22:03.598069Z	B. Baird, J. Smallwood, K. J. Gorgolewski and D. S. Margulies					This study examined the relationship between resting state functional connectivity of medial and lateral regions of anterior prefrontal cortex to metacognitive ability in the domains of perception and memory. 	2013-09-09T18:22:03.598069Z	30.0	256.0		90.0				False												17								Journal of Neuroscience				64.0	2015-12-23T11:00:46.709963Z					Medial and Lateral Networks in Anterior Prefrontal Cortex Support Metacognitive Ability for Memory and Perception				3.0	52.0				interleaved			31	BenBaird	http://www.jneurosci.org/cgi/doi/10.1523/JNEUROSCI.0786-13.2013		0.4			2000.0		Siemens	Verio and Tim Trio								46.0	27.0	19.0				other	http://neurovault.org/collections/17/												
465	10.3389/fnins.2012.00080		2014-06-04T15:05:48.648382Z	Tom Schonberg, Craig R. Fox, Jeanette A. Mumford, Eliza Congdon, Christopher Trepel and Russell A. Poldrack			vsochat		OpenfMRI ds000001	2014-06-04T15:05:48.648382Z			3.0		https://openfmri.org/dataset/ds000001															39								Frontiers in Neuroscience					2015-12-23T19:43:28.527773Z					Decreasing Ventromedial Prefrontal Cortex Activity During Sequential Risk-Taking: An fMRI Investigation of the Balloon Analog Risk Task					16.0							1	ChrisFiloGorgolewski	http://journal.frontiersin.org/article/10.3389/fnins.2012.00080/abstract							Siemens	Allegra															http://neurovault.org/collections/39/												
466	10.1016/j.neuron.2015.03.019		2015-04-09T17:22:16.289264Z	Shinsuke Suzuki, Ryo Adachi, Simon Dunne, Peter Bossaerts and John P. O’Doherty					Suzuki et al. (Neuron, 2015)	2015-04-09T17:22:16.289264Z																				507								Neuron					2015-12-23T19:43:38.388029Z					Neural Mechanisms Underlying Human Consensus Decision-Making												369	szkshnsk	http://linkinghub.elsevier.com/retrieve/pii/S0896627315002159																							http://neurovault.org/collections/507/												
467	10.1038/35107080		2014-06-04T15:19:06.799631Z	R. A. Poldrack, J. Clark, E. J. Paré-Blagoev, D. Shohamy, J. Creso Moyano, C. Myers and M. A. Gluck			vsochat		OpenfMRI ds000052	2014-06-04T15:19:06.799631Z					https://openfmri.org/dataset/ds000052															44								Nature					2015-12-23T19:43:53.997522Z					Interactive memory systems in the human brain					14.0							1	ChrisFiloGorgolewski	http://www.nature.com/doifinder/10.1038/35107080							Siemens	Allegra															http://neurovault.org/collections/44/												
469	10.1038/nn.3836		2014-09-11T22:39:52.309836Z	Laurence T Hunt, Raymond J Dolan and Timothy E J Behrens	FILM standard autocorrelation correction				"Contrast maps for the paper 'Hierarchical competitions subserving multi-attribute choice', Hunt LT et al., Nature Neuroscience 2014. 

Paper abstract: 
Valuation is a key tenet of decision neuroscience, where it is generally assumed that different attributes of competing options are assimilated into unitary values. Such values are central to current neural models of choice. By contrast, psychological studies emphasize complex interactions between choice and valuation. Principles of neuronal selection also suggest that competitive inhibition may occur in early valuation stages, before option selection. We found that behavior in multi-attribute choice is best explained by a model involving competition at multiple levels of representation. This hierarchical model also explains neural signals in human brain regions previously linked to valuation, including striatum, parietal and prefrontal cortex, where activity represents within-attribute competition, competition between attributes and option selection. This multi-layered inhibition framework challenges the assumption that option values are computed before choice. Instead, our results suggest a canonical competition mechanism throughout all stages of a processing hierarchy, not simply at a final choice stage."	2014-09-11T22:39:52.309836Z			3.0			True	FLIRT	False		FMRIB's Local Analysis of Mixed Effects (FLAME)	randommixedeffects		Regression		False		both	Gamma HRF	(Gaussian-weighted least-squares straight line fitting, with sigma = 50.0 s)	122	Inclusion criteria were based on age (minimum = 18 years, maximum = 50 years), and screening for history of neurological or psychiatric illness. 		FSL	nonlinear	FMRIB's Improved Linear Model (FILM)	Regression		Nature Neuroscience					2015-12-23T11:03:19.774185Z			middle scan		Hierarchical competitions subserving multi-attribute choice	FNIRT			5.0	24.0					Motion correction; B0 unwarping; brain extraction, spatial smoothing		125	laurencehunt	http://www.nature.com/doifinder/10.1038/nn.3836		11.0	T2*-weighted echo-planar imaging			2.0	Siemens	Trio						FSL	6.00	49.0		20.0				eventrelated	http://neurovault.org/collections/122/	True	False	True	True	True			False		True		True
470	10.1523/JNEUROSCI.0152-11.2011		2014-08-21T14:29:38.046226Z	M. R. Uncapher, J. B. Hutchinson and A. D. Wagner			vsochat		OpenfMRI ds000110	2014-08-21T14:29:38.046226Z			3.0		https://openfmri.org/dataset/ds000110															101								Journal of Neuroscience					2015-12-23T19:43:55.140096Z					Dissociable Effects of Top-Down and Bottom-Up Attention during Episodic Encoding					18.0							1	ChrisFiloGorgolewski	http://www.jneurosci.org/cgi/doi/10.1523/JNEUROSCI.0152-11.2011							Signa																http://neurovault.org/collections/101/												
471	10.1523/JNEUROSCI.5511-11.2012		2015-03-06T01:40:45.132427Z	J. M. Moran, E. Jolly and J. P. Mitchell					OpenfMRI ds000109. Participants read stories and answered questions that referred to either a person's false belief (mental trials) or to outdated physical representations, such as an old photograph (physical trials). Participants saw twelve stories of each type across two functional runs.	2015-03-06T01:40:45.132427Z			3.0		https://openfmri.org/dataset/ds000109															426								Journal of Neuroscience					2015-12-23T19:43:56.449112Z					Social-Cognitive Deficits in Normal Aging					33.0							186	vsochat	http://www.jneurosci.org/cgi/doi/10.1523/JNEUROSCI.5511-11.2012							Siemens	Tim Trio															http://neurovault.org/collections/426/												
472	10.1073/pnas.0602659103		2014-06-04T15:14:22.039247Z	K. Foerde, B. J. Knowlton and R. A. Poldrack			vsochat		OpenfMRI ds000011	2014-06-04T15:14:22.039247Z			3.0		https://openfmri.org/dataset/ds000011															43								Proceedings of the National Academy of Sciences					2015-12-23T19:43:54.261239Z					Modulation of competing memory systems by distraction					14.0							1	ChrisFiloGorgolewski	http://www.pnas.org/cgi/doi/10.1073/pnas.0602659103							Siemens	Allegra, head-only															http://neurovault.org/collections/43/												
473	10.1523/JNEUROSCI.5996-10.2012		2014-08-20T13:16:26.356662Z	P. Pinel, F. Fauchereau, A. Moreno, A. Barbot, M. Lathrop, D. Zelenika, D. Le Bihan, J.-B. Poline, T. Bourgeron and S. Dehaene			bthirion		"Functional localizer to map various large-scale functional cognitive networks.

These are the various contrasts obtained by opposing the simple tasks as defined in [Pinel 2007 ""Fast reproducible identification and large-scale databasing of individual functional cognitive networks""].

The Functional Localizer is a simple and fast acquisition procedure based on a 5-minute functional magnetic resonance imaging (fMRI) sequence that can be run as easily and as systematically as an anatomical scan. This protocol captures the cerebral bases of auditory and visual perception, motor actions, reading, language comprehension and mental calculation."	2014-08-20T13:16:26.356662Z					https://brainomics.cea.fr/localizer/			False												94								Journal of Neuroscience					2015-12-23T19:43:54.871444Z					Genetic Variants of FOXP2 and KIAA0319/TTRAP/THEM2 Locus Are Associated with Altered Brain Activation in Distinct Language-Related Regions					94.0							103	gael.varoquaux	http://www.jneurosci.org/cgi/doi/10.1523/JNEUROSCI.5996-10.2012																							http://neurovault.org/collections/94/												
476	10.1371/journal.pone.0134131	parallel to the anterior commissure-posterior commissure line	2015-12-30T05:06:02.471282Z	Yuichi Higashiyama, Katsuhiko Takeda, Yoshiaki Someya, Yoshiyuki Kuroiwa, Fumiaki Tanaka and Randi Starrfelt					To investigate the neural substrate of typewriting Japanese words and to detect the difference between the neural substrate of typewriting and handwriting, we conducted a functional magnetic resonance imaging (fMRI) study in 16 healthy volunteers. All subjects were skillful touch typists and performed five tasks: a typing task, a writing task, a reading task, and two control tasks. Three brain regions were activated during both the typing and the writing tasks: the left superior parietal lobule, the left supramarginal gyrus, and the left premotor cortex close to Exner’s area. Although typing and writing involved common brain regions, direct comparison between the typing and the writing task revealed greater left posteromedial intraparietal cortex activation in the typing task. In addition, activity in the left premotor cortex was more rostral in the typing task than in the writing task. These findings suggest that, although the brain circuits involved in Japanese typewriting are almost the same as those involved in handwriting, there are brain regions that are specific for typewriting.	2015-12-30T05:06:02.470846Z	30.0	240.0	3.0	90.0				False			randommixedeffects						right			1051	Right-handed healthy volunteers who could touch type, and were native Japanese speakers with no history of neurological or learning disorderes.		SPM8	linear				PLOS ONE				64.0	2016-01-01T05:16:30.053258Z					The Neural Basis of Typewriting: A Functional MRI Study				0.0	16.0	T1			ascending			859	Higashiy	http://dx.plos.org/10.1371/journal.pone.0134131	 an inversion recovery-prepared magnetization-prepared rapid acquisition with gradient echo (MPRAGE)	0.5625	single-shot gradient-echo echo planar imaging (EPI) 		2500.0	2.0	Siemens	Tim-Trio with a standard 12-channel head matrix coil	0.0	3.6		8.0	8-mm full-width at half-maximum isotropic Gaussian kernel.	SPM 8		34.0	27.8	23.0				blocked	http://neurovault.org/collections/1051/				True							True	
478	10.1016/j.neuroimage.2014.06.033		2014-08-24T10:24:43.378474Z	Erik Ziegler, Maud Rouillard, Elodie André, Tim Coolen, Johan Stender, Evelyne Balteau, Christophe Phillips and Gaëtan Garraux				mni	Here, we applied a novel diffusion-weighted imaging approach-track density imaging (TDI). Twenty-seven non-demented Parkinson's patients (mean disease duration: 5years, mean score on the Hoehn & Yahr scale=1.5) were compared with 26 elderly controls matched for age, sex, and education level. Track density images were created by sampling each subject's spatially normalized fiber tracks in 1mm isotropic intervals and counting the fibers that passed through each voxel. Whole-brain voxel-based analysis was performed and significance was assessed with permutation testing. Statistically significant increases in track density were found in the Parkinson's patients, relative to controls. Clusters were distributed in disease-relevant areas including motor, cognitive, and limbic networks. From the lower medulla to the diencephalon and striatum, clusters encompassed the known location of the locus coeruleus and pedunculopontine nucleus in the pons, and from the substantia nigra up to medial aspects of the posterior putamen, bilaterally. The results identified in brainstem and nigrostriatal pathways show a large overlap with the known distribution of neuropathological changes in non-demented PD patients. Our results also support an early involvement of limbic and cognitive networks in Parkinson's disease.	2014-08-24T10:24:43.378474Z	91.0	211.0	3.0			False		True	Parkinson's Disease vs. Healthy Controls				t-Test	TFCE			both			104		Linear	ANTs	nonlinear				NeuroImage				7744.0	2015-12-23T11:01:16.286685Z					Mapping track density changes in nigrostriatal and extranigral pathways in Parkinson's disease	Greedy symmetric diffeomorphic normalization (SyN)			10.0	53.0	Average pathlength map						106	swederik	http://linkinghub.elsevier.com/retrieve/pii/S1053811914005102	Twice-refocused spin-echo sequence with EPI readout at two distinct b-values (b=1000, b=2500 s/mm2) along 120 encoding gradients	0.53			6800.0	1.0	Siemens	Magnetom Allegra	0.0	2.4				Nipype	0.9	81.0	65.0	47.0	1.0	MNI152_T1_1mm_brain	Cross-correlation	other	http://neurovault.org/collections/104/				True							False	
479	10.1016/j.neuroimage.2014.05.023		2015-03-11T19:00:17.646736Z	Robert P. Spunt and Ralph Adolphs					The ability to impute mental states to others, or Theory of Mind (ToM), has been the subject of hundreds of neuroimaging studies. Although reviews and meta-analyses of these studies have concluded that ToM recruits a coherent brain network, mounting evidence suggests that this network is an abstraction based on pooling data from numerous studies, most of which use different behavioral tasks to investigate ToM. Problematically, this means that no single behavioral task can be used to reliably measure ToM Network function as currently conceived. To make ToM Network function scientifically tractable, we need standardized tasks capable of reliably measuring specific aspects of its functioning. Here, our goal is to validate the Why/How Task for this purpose. Several prior studies have found that when compared to answering how-questions about another person's behavior, answering why-questions about that same behavior activates a network that is anatomically consistent with meta-analytic definitions of the ToM Network. In the version of the Why/How Task presented here, participants answer yes/no Why (e.g., Is the person helping someone?) and How (e.g., Is the person lifting something?) questions about pretested photographs of naturalistic human behaviors. Across three fMRI studies, we show that the task elicits reliable performance measurements and modulates a left-lateralized network that is consistently localized across studies. While this network is convergent with meta-analyses of ToM studies, it is largely distinct from the network identified by the widely used False-Belief Localizer, the most common ToM task. Our new task is publicly available, and can be used as an efficient functional localizer to provide reliable identification of single-subject responses in most regions of the network. Our results validate the Why/How Task, both as a standardized protocol capable of producing maximally comparable data across studies, and as a flexible foundation for programmatic research on the neurobiological foundations of a basic manifestation of human ToM.	2015-03-11T19:00:17.646736Z																				445								NeuroImage					2015-12-23T11:01:43.594265Z					Validating the Why/How contrast for functional MRI studies of Theory of Mind												267	spunt	http://linkinghub.elsevier.com/retrieve/pii/S1053811914003887																							http://neurovault.org/collections/445/												
481	10.1016/j.neuron.2008.09.006		2015-03-06T01:22:46.836271Z	Tor D. Wager, Matthew L. Davidson, Brent L. Hughes, Martin A. Lindquist and Kevin N. Ochsner			ChrisFiloGorgolewski, RussPoldrack		OpenfMRI ds000108. Although prefrontal cortex has been implicated in the cognitive regulation of emotion, the cortical-subcortical interactions that mediate this ability remain poorly understood. To address this issue, we identified a right ventrolateral prefrontal region (vlPFC) whose activity correlated with reduced negative emotional experience during cognitive reappraisal of aversive images. We then applied a pathway-mapping analysis on subcortical regions to locate mediators of the association between vlPFC activity and reappraisal success (i.e., reductions in reported emotion). Results identified two separable pathways that together explained approximately 50% of the reported variance in self-reported emotion: (1) a path through nucleus accumbens that predicted greater reappraisal success, and (2) a path through ventral amygdala that predicted reduced reappraisal success (i.e., more negative emotion). These results provide direct evidence that vlPFC is involved in both the generation and regulation of emotion through different subcortical pathways, suggesting a general role for this region in appraisal processes.	2015-03-06T01:22:46.836271Z			1.5		https://openfmri.org/dataset/ds000108															425								Neuron					2016-01-01T05:40:42.810142Z					Prefrontal-Subcortical Pathways Mediating Successful Emotion Regulation					34.0							186	vsochat	http://linkinghub.elsevier.com/retrieve/pii/S0896627308007538		0.5					GE	Signa Twin Speed Excite HD scanner								41.0	22.18	18.0					http://neurovault.org/collections/425/												
482	10.1126/science.1171599		2015-06-22T09:49:12.046564Z	A. Knops, B. Thirion, E. M. Hubbard, V. Michel and S. Dehaene			bthirion, gael.varoquaux		Throughout the history of mathematics, concepts of number and space have been tightly intertwined. We tested the hypothesis that cortical circuits for spatial attention contribute to mental arithmetic in humans. We trained a multivariate classifier algorithm to infer the direction of an eye movement, left or right, from the brain activation measured in the posterior parietal cortex. Without further training, the classifier then generalized to an arithmetic task. Its left versus right classification could be used to sort out subtraction versus addition trials, whether performed with symbols or with sets of dots. These findings are consistent with the suggestion that mental arithmetic co-opts parietal circuitry associated with spatial coding. 	2015-06-22T09:49:12.046564Z																				656								Science					2015-12-23T11:00:27.355223Z					Recruitment of an Area Involved in Eye Movements During Mental Arithmetic												470	schwarty	http://www.sciencemag.org/cgi/doi/10.1126/science.1171599																							http://neurovault.org/collections/656/												
483	10.1002/hbm.23015		2015-11-18T09:16:19.190718Z	Sebastian Pilgramm, Benjamin de Haas, Fabian Helm, Karen Zentgraf, Rudolf Stark, Jörn Munzert and Britta Krüger					"How motor maps are organized while imagining actions is an intensely debated issue. It
is particularly unclear whether motor imagery relies on action-specific representations in premotor
and posterior parietal cortices. This study tackled this issue by attempting to decode the content of
motor imagery from spatial patterns of Blood Oxygen Level Dependent (BOLD) signals recorded in
the frontoparietal motor imagery network. During fMRI-scanning, 20 right-handed volunteers
worked on three experimental conditions and one baseline condition. In the experimental conditions,
they had to imagine three different types of right-hand actions: an aiming movement, an
extension–flexion movement, and a squeezing movement. The identity of imagined actions was
decoded from the spatial patterns of BOLD signals they evoked in premotor and posterior parietal
cortices using multivoxel pattern analysis. Results showed that the content of motor imagery (i.e.,
the action type) could be decoded significantly above chance level from the spatial patterns of
BOLD signals in both frontal (PMC, M1) and parietal areas (SPL, IPL, IPS). An exploratory searchlight
analysis revealed significant clusters motor- and motor-associated cortices, as well as in visual
cortices. Hence, the data provide evidence that patterns of activity within premotor and posterior
parietal cortex vary systematically with the specific type of hand action being imagined."	2015-11-18T09:16:19.189574Z																				953								Human Brain Mapping					2015-12-23T11:00:43.241273Z					Motor imagery of hand actions: Decoding the content of motor imagery from brain activity in frontal and parietal motor areas												740	Bastilinho	http://doi.wiley.com/10.1002/hbm.23015																							http://neurovault.org/collections/953/												
486	10.1016/j.neuroimage.2013.04.118		2015-06-22T11:19:31.368509Z	Philippe Pinel and Stanislas Dehaene			bthirion, gael.varoquaux		Twin studies have long suggested a genetic influence on inter-individual variations in mathematical abilities, and candidate genes have been identified by genome-wide association studies. However, the localization of the brain regions under genetic influence during number manipulation is still unexplored. Here we investigated fMRI data from a group of 19 MZ (monozygotic) and 13 DZ (dizygotic) adult twin pairs, scanned during a mental calculation task. We examined both the activation and the degree of functional lateralization in regions of interest (ROIs) centered on the main activated peaks. Heritability was first investigated by comparing the respective MZ and DZ correlations. Then, genetic and environmental contributions were jointly estimated by fitting a ACE model classically used in twin studies. We found that a subset of the activated network was under genetic influence, encompassing the bilateral posterior superior parietal lobules (PSPL), the right intraparietal sulcus (IPS) and a left superior frontal region. An additional region of the left inferior parietal cortex (IPC), whose deactivation correlated with a behavioral calculation score, also presented higher similarity between MZ than between DZ twins, thus offering a plausible physiological basis for the observable inheritance of math scores. Finally, the main impact of the shared environment was found in the lateralization of activation within the intraparietal sulcus. These maps of genetic and environmental contributions provide precise candidate phenotypes for further genetic association analyses, and illuminate how genetics and education shape the development of number processing networks.	2015-06-22T11:19:31.368509Z																				657								NeuroImage					2015-12-23T11:03:16.741917Z					Genetic and environmental contributions to brain activation during calculation												470	schwarty	http://linkinghub.elsevier.com/retrieve/pii/S1053811913004862																							http://neurovault.org/collections/657/												
487	10.1371/journal.pone.0127203		2015-04-23T20:35:48.141357Z	Rebecca D. Calcott, Elliot T. Berkman and Suliann Ben Hamed				mni	In this study, participants were required to shift their focus of attention between global and local targets.  Participants completed the task in 3 motivation conditions (approach, avoidance, neutral) as well as 3 contexts (mostly global targets, mostly local targets, even number of global and local targets). Thus, the study had a 2 (Switch vs. Non-Switch) by 2 (Target Type: global or local) by 3 (Motivation: approach, avoidance, neutral) by 3 (Context: mostly global, mostly local, even) design.	2015-04-23T20:35:48.141357Z	30.0	200.0	3.0	80.0		True	spm - Coregister: Estimate and Reslice	False			randommixedeffects				True		right			540	Normal or corrected-to-normal vision; MRI compatible; no history of psychological or neurological disorders 		spm12b				spm12b	PLOS ONE	183.0	390.0	3.75	64.0	2015-12-23T11:03:34.517431Z					Neural Correlates of Attentional Flexibility during Approach and Avoidance Motivation		96.0	4.0	2.0	19.0				interleaved	skull-stripping, unwarping using fieldmaps, realignment of functionals, coregistration, manual reorientation to AC-PC, normalization to MNI space using Dartel		394	rcalcott	http://dx.plos.org/10.1371/journal.pone.0127203		0.47	T2*-weighted BOLD EPI	Data series were examined for striping and motion artifacts; after cogregistration, the correspondence between structurals and functionals was checked.	2000.0		Siemens	Allegra		4.0		6.0	Gaussian Kernel	spm	12b	30.0	22.63	19.0				hybridblockevent	http://neurovault.org/collections/540/			False	True		True					True	
488	10.1371/journal.pbio.1002180		2015-04-08T00:59:58.169157Z	Luke J. Chang, Peter J. Gianaros, Stephen B. Manuck, Anjali Krishnan, Tor D. Wager and Ralph Adolphs	none		burnash	mni	"This dataset contains single trial responses to 30 images from the International Affective Picture Set from 182 subjects.  These data were used to train the Picture Induced Negative Emotion Signature described in Chang et al., 2015 (http://journals.plos.org/plosbiology/article?id=10.1371/journal.pbio.1002180).  The details of the experiment can be seen in Gianaros et al., 2014 (doi: 10.1016/j.biopsych.2013.10.012)

Negative photographs (Pictures: 2053, 3051, 3102, 3120, 3350, 3500, 35550, 6831, 9040, 9050, 9252, 9300, 9400, 9810, 9921) depicted bodily illness and injury (10 photographs), acts of aggression (2 photographs), members of hate groups (1 photograph), transportation accidents (1 photograph) and human waste (1 photograph). Neutral photographs (Pictures: 5720, 5800, 7000, 7006, 7010, 7040, 7060, 7090, 7100, 7150, 7217, 7490, 7500, 9210) depicted inanimate objects (10 photographs) or neutral scenes (5 photographs)."	2015-04-08T00:59:58.169157Z	29.0	200.0	3.0	90.0		True		False										double gamma	180 seconds	503			SPM8	nonlinear	OLS	regression	SPM8	PLOS Biology			7	64.0	2015-12-23T20:44:01.752731Z					A Sensitive and Specific Neural Signature for Picture-Induced Negative Affect				1.0	183.0							28	LukeChang	http://dx.plos.org/10.1371/journal.pbio.1002180		0.48	EPI		2000.0	2.0	Siemens	Trio TIM	0.0	3.0		6.0	gaussian	SPM	8		42.77					eventrelated	http://neurovault.org/collections/503/		False	True	True	True	True		False	False	True	True	False
489	10.1093/scan/nsv084		2015-07-06T01:51:20.845024Z	Robert P. Spunt, David Kemmerer and Ralph Adolphs					"People can conceptualize the same action (e.g., ""riding a bike"") at different levels of abstraction (LOA), where higher LOAs specify the abstract motives that explain why the action is performed (e.g., ""getting exercise""), while lower LOAs specify the concrete steps that indicate how the action is performed (e.g., ""gripping handlebars""). Prior neuroimaging studies have shown that why and how questions about actions differentially activate two cortical networks associated with mental-state reasoning and action representation, respectively; however, it remains unknown whether this is due to the differential demands of the questions per se or to the shifts in LOA those questions produce. We conducted functional MRI while participants judged pairs of action phrases that varied in LOA and that could be framed either as a why question (Why ride a bike? Get exercise.) or a how question (How to get exercise? Ride a bike.). Question framing (why vs. how) had no effect on activity in regions of the two networks. Instead, these regions uniquely tracked parametric variation in LOA, both across and within trials. This suggests that the human capacity to understand actions at different levels of abstraction is based in the relative activity of two cortical networks."	2015-07-06T01:51:20.845024Z								False									right			694	Participants were neurologically and psychiatrically healthy, had normal/corrected-to-normal vision, spoke English fluently, had IQ in the normal range (assessed with the Wechsler Abbreviated Scales o							Social Cognitive and Affective Neuroscience					2015-12-23T11:00:19.827830Z					The Neural Basis of Conceptualizing the Same Action at Different Levels of Abstraction				2.0	17.0							267	spunt	http://scan.oxfordjournals.org/lookup/doi/10.1093/scan/nsv084		0.65														46.0	29.47	21.0					http://neurovault.org/collections/694/												
